twoE,goldbach_count,normalized_R,is_power_of_two
10385808,60153,1.511757,False
10454408,32211,0.804866,False
10523462,31488,0.782274,False
10592972,37130,0.917135,False
10662942,61496,1.510252,False
10733372,33686,0.822520,False
10804268,31134,0.755833,False
10875634,41781,1.008471,False
10947470,41801,1.003148,False
11019780,84381,2.013337,False
11092568,34062,0.808045,False
11165838,68458,1.614666,False
11239590,85722,2.010221,False
11313830,48347,1.127234,False
11388562,34415,0.797784,False
11463786,65247,1.503802,False
11539506,75829,1.737633,False
11615728,33184,0.756038,False
11692452,68993,1.562832,False
11769684,67328,1.516335,False
11847426,67390,1.508991,False
11925680,49310,1.097787,False
12004452,68156,1.508617,False
12083744,34276,0.754322,False
12163560,92060,2.014322,False
12243904,36799,0.800544,False
12324778,34656,0.749581,False
12406186,38523,0.828421,False
12488132,38021,0.812916,False
12570618,71731,1.524824,False
12653650,48101,1.016617,False
12737230,53128,1.116393,False
12821364,74747,1.561628,False
12906052,36319,0.754411,False
12991298,39121,0.807931,False
13077110,51226,1.051827,False
13163486,44185,0.902025,False
13250434,37181,0.754665,False
13337958,75944,1.532555,False
13426058,37517,0.752731,False
13514740,50534,1.008056,False
13604008,42161,0.836182,False
13693866,78485,1.547625,False
13784316,100554,1.971365,False
13875366,82331,1.604796,False
13967016,93115,1.804531,False
14059270,52012,1.002159,False
14152136,39289,0.752649,False
14245614,82389,1.569201,False
14339710,70826,1.341189,False
14434426,40104,0.755045,False
14529770,53636,1.003989,False
14625742,41288,0.768394,False
14722348,41591,0.769568,False
14819594,41114,0.756353,False
14917480,55423,1.013706,False
15016014,90300,1.642088,False
15115198,50326,0.909888,False
15215038,42577,0.765345,False
15315536,41886,0.748579,False
15416700,126772,2.252571,False
15518530,56826,1.003895,False
15621034,52360,0.919660,False
15724214,48575,0.848255,False
15828076,48297,0.838532,False
15932624,44605,0.769961,False
16037864,44533,0.764280,False
16143798,98235,1.676186,False
16250430,141909,2.407416,False
16357768,53254,0.898212,False
16465816,44886,0.752701,False
16574576,45262,0.754623,False
16684056,90639,1.502436,False
16777216,45746,0.754582,True
16794258,100358,1.653932,False
16905188,45789,0.750259,False
17016850,61658,1.004440,False
17129250,130328,2.110845,False
17242394,51467,0.828765,False
17356284,107135,1.715213,False
17470926,104992,1.671193,False
17586326,47618,0.753573,False
17702488,50915,0.801094,False
17819416,51754,0.809590,False
17937118,48484,0.754054,False
18055596,106058,1.639951,False
18174858,107324,1.649936,False
18294908,49077,0.750121,False
18415750,69975,1.063356,False
18537390,134683,2.034844,False
18659834,49902,0.749581,False
18783086,63118,0.942620,False
18907152,112663,1.672810,False
19032040,72177,1.065482,False
19157750,68207,1.001056,False
19284292,51833,0.756341,False
19411670,69341,1.005965,False
19539888,106691,1.538870,False
19668954,105715,1.515976,False
19798872,105701,1.507009,False
19929648,105836,1.500208,False
20000038,53269,0.752737,False
20061288,116179,1.637293,False
20193798,107343,1.504019,False
20327182,53715,0.748266,False
20461448,65384,0.905550,False
20596600,72803,1.002469,False
20732646,124388,1.702865,False
20869590,176694,2.404937,False
21007438,55789,0.754937,False
21146198,59611,0.801989,False
21285874,56770,0.759347,False
21426472,57070,0.758943,False
21567998,57072,0.754578,False
21710460,152946,2.010473,False
21853862,57385,0.749960,False
21998212,61116,0.794097,False
22143516,116146,1.500382,False
22289780,77659,0.997397,False
22437008,69557,0.888170,False
22585210,78617,0.998045,False
22734392,59178,0.746917,False
22884558,119454,1.498964,False
23035714,74482,0.929223,False
23187872,60475,0.750106,False
23341032,147665,1.820968,False
23495206,75019,0.919758,False
23650398,123180,1.501483,False
23806614,141942,1.720159,False
23963862,135563,1.633339,False
24122148,125705,1.505792,False
24281482,62996,0.750244,False
24441866,67947,0.804520,False
24603310,90210,1.061936,False
24765822,128141,1.499714,False
24929406,136783,1.591582,False
25094070,173085,2.002317,False
25259822,78028,0.897429,False
25426670,88121,1.007640,False
25594618,79197,0.900349,False
25763678,66364,0.750085,False
25933852,80455,0.904080,False
26105152,67317,0.752063,False
26277582,134631,1.495376,False
26451152,91411,1.009437,False
26625868,68444,0.751435,False
26801738,68727,0.750168,False
26978770,126318,1.370792,False
27156970,92676,0.999882,False
27336350,94090,1.009252,False
27516912,142497,1.519625,False
27698668,70442,0.746856,False
27881624,70971,0.748102,False
28065788,73892,0.774375,False
28251170,95672,0.996812,False
28437776,72263,0.748546,False
28625614,72973,0.751516,False
28814692,74264,0.760376,False
29005020,231656,2.358128,False
29196606,153066,1.549088,False
29389456,77489,0.779670,False
29583580,109038,1.090742,False
29778988,75197,0.747855,False
29975684,75594,0.747442,False
30173680,101461,0.997384,False
30372986,91916,0.898312,False
30573606,186414,1.811286,False
30775552,77919,0.752704,False
30978832,77572,0.745004,False
31183454,78494,0.749484,False
31389428,94451,0.896612,False
31596762,158502,1.495907,False
31805466,217810,2.043712,False
32015550,256582,2.393535,False
32227020,257574,2.388841,False
32439886,83489,0.769814,False
32654160,318353,2.918348,False
32869848,192921,1.758243,False
33086962,82527,0.747768,False
33305508,166167,1.496878,False
33525500,118097,1.057673,False
33554432,83467,0.746957,True
33746944,113237,1.008258,False
33969850,119868,1.061102,False
34194228,169622,1.492817,False
34420090,115510,1.010682,False
34647442,86966,0.756510,False
34876296,226691,1.960512,False
35106664,87148,0.749312,False
35338550,127057,1.086110,False
35571970,140854,1.197055,False
35806932,214058,1.808614,False
36043444,88978,0.747423,False
36281520,265275,2.215387,False
36521168,95922,0.796418,False
36762400,120792,0.997080,False
37005224,91512,0.750998,False
37249652,114786,0.936523,False
37495694,92424,0.749693,False
37743362,94609,0.762956,False
37992666,197106,1.580285,False
38243616,188968,1.506233,False
38496226,95611,0.757670,False
38750502,227580,1.792976,False
39006458,96846,0.758560,False
39264104,113558,0.884289,False
39523454,96275,0.745346,False
39784516,97168,0.747885,False
40047302,97447,0.745672,False
40311824,123267,0.937764,False
40578092,98423,0.744407,False
40846120,159020,1.195730,False
41115918,199734,1.493139,False
41387498,100008,0.743276,False
41660874,202117,1.493430,False
41936052,203830,1.497327,False
42213050,164428,1.200856,False
42491878,125068,0.908088,False
42772546,103678,0.748401,False
43055070,277738,1.993193,False
43339458,209464,1.494478,False
43625726,105158,0.745914,False
43913884,126710,0.893558,False
44203946,111323,0.780481,False
44495922,213987,1.491525,False
44789828,107564,0.745377,False
45085676,111845,0.770532,False
45383478,261521,1.791207,False
45683246,133291,0.907622,False
45984996,223546,1.513339,False
46288736,121094,0.814999,False
46594484,124125,0.830536,False
46902252,240625,1.600679,False
47212052,112710,0.745402,False
47523900,304526,2.002243,False
47837806,114073,0.745658,False
48153786,235820,1.532503,False
48471854,116787,0.754535,False
48792022,116067,0.745517,False
49114304,117026,0.747300,False
49438716,235021,1.492048,False
49765270,157955,0.996949,False
50093982,237264,1.488795,False
50424864,286847,1.789438,False
50757932,126368,0.783730,False
51093200,160826,0.991628,False
51430684,121301,0.743567,False
51770394,276915,1.687582,False
52112350,166954,1.011528,False
52456566,248053,1.494129,False
52803054,271902,1.628240,False
53151830,170621,1.015783,False
53502910,179247,1.060920,False
53856310,170628,1.004021,False
54212044,128001,0.748804,False
54570126,279123,1.623350,False
54930574,132742,0.767515,False
55293404,129536,0.744613,False
55658630,173838,0.993450,False
56026268,131220,0.745526,False
56396336,131793,0.744417,False
56768846,146339,0.821761,False
57143818,136841,0.763946,False
57521266,149988,0.832461,False
57901208,142641,0.787068,False
58283660,181219,0.994105,False
58668636,297885,1.624568,False
59056156,137349,0.744689,False
59446236,284077,1.531250,False
59838894,280203,1.501561,False
60000002,138623,0.741085,False
60234144,281880,1.501739,False
60632004,281805,1.492585,False
61032492,282633,1.488240,False
61435626,364151,1.906300,False
61841424,286436,1.490723,False
62249900,193349,1.000394,False
62661076,144885,0.745267,False
63074968,162128,0.829098,False
63491592,306580,1.558657,False
63910970,197926,1.000388,False
64333116,317107,1.593421,False
64758052,149948,0.749073,False
65185794,312938,1.554177,False
65616362,192813,0.952000,False
66049774,182092,0.893820,False
66486048,324860,1.585309,False
66925204,153539,0.744894,False
67108864,153850,0.744587,True
67367260,219285,1.057652,False
67812236,157703,0.756192,False
68260152,316019,1.506479,False
68711028,330949,1.568443,False
69164880,425824,2.006298,False
69621730,216620,1.014662,False
70081598,169782,0.790627,False
70544504,160967,0.745202,False
71010466,165976,0.763906,False
71479508,162575,0.743884,False
71951646,356621,1.622242,False
72426904,182818,0.826769,False
72905302,165174,0.742615,False
73386858,366720,1.639130,False
73871596,178463,0.793019,False
74359534,171489,0.757579,False
74850696,354164,1.555437,False
75345104,170488,0.744386,False
75842776,179517,0.779230,False
76343736,440995,1.903048,False
76848004,172974,0.742083,False
77355602,184773,0.788072,False
77866554,350740,1.487197,False
78380882,176409,0.743634,False
78898606,177419,0.743522,False
79419750,507011,2.112353,False
79944336,386385,1.600385,False
80472388,179985,0.741132,False
81003926,181819,0.744309,False
81538976,186984,0.760980,False
82077560,251486,1.017507,False
82619702,209907,0.844316,False
83165424,395115,1.579997,False
83714752,207382,0.824438,False
84267708,480864,1.900481,False
84824316,380686,1.495761,False
85384600,308869,1.206490,False
85948586,191314,0.742933,False
86516296,195631,0.755257,False
87087758,193559,0.742889,False
87662992,194392,0.741724,False
88242028,235125,0.891900,False
88824886,208571,0.786547,False
89411596,198247,0.743243,False
90002180,271404,1.011564,False
90596666,199976,0.740983,False
91195078,220797,0.813348,False
91797444,416897,1.526738,False
92403788,213479,0.777219,False
93014136,440682,1.595020,False
93628516,210388,0.757032,False
94246956,415241,1.485408,False
94869478,231643,0.823791,False
95496114,504598,1.784002,False
96126888,528063,1.856041,False
96761830,314162,1.097760,False
97400964,427467,1.484937,False
98044320,659869,2.278845,False
98691926,215969,0.741481,False
99343810,290171,0.990408,False
100000000,291400,0.988783,False
